"","dictionaryID","cancerInstituteName","sourceName","localDictID","elementUsageNotes"
"96","DE427","ClinicalSize","ClinicalSize","notAvailable",NA
"97","DE428","ClinicalSize","ClinicalSize","notAvailable",NA
"98","DE294","CLymphovascularInvasionIdNotification","LymphovascularInvasionId","NOTB006","The presence of lymphovascular invasion should be recorded as Code 1, regardless of whether the extent of the invasion is described or not."
"99","DE326","CLymphovascularInvasionIDNotification","LymphovascularInvasionId","NOTC017","The presence of lymphovascular invasion should be recorded as Code 1, regardless of whether the extent of the invasion is described or not."
"100","DE557","CMDTConsultationDate","MDTDate","CRE020","This information is collected for the purpose of monitoring quality of care, ie, rate of MDT case presentation.

This field must be greater than or equal to Date of Birth, and less than or equal to Date of Death.
"
"101","DE173","CMDTConsultationDateNotification","MDTDate","NOT134","This information is collected for the purpose of monitoring quality of care, ie, rate of MDT case presentation.

This field must be greater than or equal to Date of Birth, and less than or equal to Date of Death.
"
"102","DE413","CMMRDStatusID","MMRDStatusId","notAvailable",NA
"103","DE322","CMMRDStatusIDNotification","MMRDStatusId","NOTC014","A mutation in mismatch repair genes (mainly MLH1, PMS2, MSH2 and MSH6) can cause an accumulation of DNA mutations that result in the initiation of cancer. Mismatch repair deficient (MMRD) cancers occur either sporadically (~12%) or less commonly (~2%) because the individual suffers from hereditary non-polyposis colorectal cancer (HNPCC). Tumours which show loss of MMR proteins by immunohistochemistry are almost always characterised by microsatellite instability (MSI), which is determined by analysis of tumour DNA.
Immunohistochemical (IHC) analysis of mismatch repair proteins is used to detect MMRD in colorectal cancer, with an absence of one or more of the mismatch repair proteins considered an abnormal result. MMRD can also be determined by microsatellite analysis, which is the amplification and analysis of selected microsatellite loci within the genome of the tumour cells. However, this later technique is not used routinely in diagnostic pathology settings. MMR testing is currently recommended for all cases of colorectal cancer arising in individuals less than 50 years of age, although this cut off is arbitrary.

NEED CLEAR guides for use"
"104","DE212","CMorphologyCodeID","MorphologyCodeId","CRC003","Tumour morphology refers to the type of cell (histology) that has become neoplastic and its biologic activity (behaviour).

Record the tumour morphology for patients who have been diagnosed with cancer. 

Record the tumour morphology relating to the initial diagnosis and not for recurrent disease.
Morphology is recorded using ICD-10-AM by hospitals and NSWCRs' LHD-based clinical team, in line with hospital coding policies. The primary site of cancer is recorded using ICD-O-3 by Private hospitals using the online form facility in the Secure Cancer Notification Portal. Mandatory notifications to the NSW Cancer Registries are coded using ICD-O-3.

Record morphology codes in accordance with ICD-O-3 coding standards. Use the 5th-digit to record behaviour. Refer to the coding guidelines for morphology in ICD-O-3, pp 27-34.

If the morphology differs on multiple pathology reports for the same tumour, use the value from the most representative tumour specimen examined. For example, if the tumour is described as ductal on core biopsy but undifferentiated carcinoma on the excision specimen, the morphology would be coded as undifferentiated carcinoma (a lower code) which has a less favourable diagnosis."
"105","DE35","CMorphologyCodeIDNotification","MorphologyCodeId","NOT102","Tumour morphology refers to the type of cell (histology) that has become neoplastic and its biologic activity (behaviour).

Record the tumour morphology for patients who have been diagnosed with cancer. 

Record the tumour morphology relating to the initial diagnosis and not for recurrent disease.
Morphology is recorded using ICD-10-AM by hospitals and NSWCRs' LHD-based clinical team, in line with hospital coding policies. The primary site of cancer is recorded using ICD-O-3 by Private hospitals using the online form facility in the Secure Cancer Notification Portal. Mandatory notifications to the NSW Cancer Registries are coded using ICD-O-3.

Record morphology codes in accordance with ICD-O-3 coding standards. Use the 5th-digit to record behaviour. Refer to the coding guidelines for morphology in ICD-O-3, pp 27-34.

If the morphology differs on multiple pathology reports for the same tumour, use the value from the most representative tumour specimen examined. For example, if the tumour is described as ductal on core biopsy but undifferentiated carcinoma on the excision specimen, the morphology would be coded as undifferentiated carcinoma (a lower code) which has a less favourable diagnosis."
"106","DE364","CMorphologyCodeIDVersionNotification","notAvailable","notAvailable",NA
"107","DE370","CMorphologyCodeVersion","Morphoology of cancer Code version","notAvailable",NA
"108","DE423","CMStage2ID","MStage2Id","CRC022","Record the absence or presence of distant metastasis at the time of diagnosis.

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) M category when there is any uncertainty.

The current edition of the AJCC Cancer Staging Manual provides an equivalent and alternative source of M stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"109","DE522","CMStageID","MStageId","CRC031","Record the absence or presence of distant metastasis at the time of diagnosis.

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) M category when there is any uncertainty.

The current edition of the AJCC Cancer Staging Manual provides an equivalent and alternative source of M stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"110","DE158","CMStageIDNotication","MStageId","NOT120","Record the absence or presence of distant metastasis at the time of stage date.

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) M category when there is any uncertainty.

The current edition of the AJCC Cancer Staging Manual provides an equivalent and alternative source of M stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"111","DE434","CMStagingBasis2ID","MStagingBasis2Id","CRC023","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"112","DE523","CMStagingBasisID","MStagingBasisId","CRC032","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"113","DE159","CMStagingBasisIDNotification","MStagingBasisId","NOT121","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"114","DE414","CNecrosisID","NecrosisId","notAvailable",NA
"115","DE306","CNecrosisIDNotification","NecrosisId","NOTB017","1 No necrosis/minimal - Necrosis not present or minimal
No central duct necrosis is present, but focal necrosis and isolated apoptotic cells may be present.
2 Necrosis - Necrosis present
Central necrosis is identified in ducts (this has previously been described as ?comedo? type necrosis).
9 Not applicable - The default value for this data item. It is not applicable if the tumour is invasive"
"116","DE527","CNonTNMStagingValuesDate","OtherStagingDate","CRC035","The date is derived from the record that is assigned to the case."
"117","DE163","CNonTNMStagingValuesDateNotification","OtherStagingDate","NOT125",NA
"118","DE401","CNStage2ID","NStage2Id","CRC020","Record the absence or presence and extent of regional lymph node metastasis at the time of diagnosis

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) N category when there is any uncertainty.

The current edition of the AJCC (American Joint Committee on Cancer) Cancer Staging Manual provides an equivalent and alternative source of N stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"119","DE501","CNStageID","NStageId","CRC029","Record the absence or presence and extent of regional lymph node metastasis at the time of diagnosis

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) N category when there is any uncertainty.

The current edition of the AJCC (American Joint Committee on Cancer) Cancer Staging Manual provides an equivalent and alternative source of N stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"120","DE155","CNStageIDNotification","NStageId","NOT118","Record the absence or presence and extent of regional lymph node metastasis at the time of the stage date.

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) N category when there is any uncertainty.

The current edition of the AJCC (American Joint Committee on Cancer) Cancer Staging Manual provides an equivalent and alternative source of N stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"121","DE412","CNStagingBasis2ID","NStagingBasis2Id","CRC021","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"122","DE512","CNStagingBasisID","NStagingBasisId","CRC030","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"123","DE156","CNStagingBasisIDNotification","NStagingBasisId","NOT119","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"124","DE530","COtherStagingBasisID","OtherStagingBasisId","CRC038","CODE P     Pathological     

Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination.

CODE C     Clinical

Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations.
"
"125","DE166","COtherStagingBasisIDNotification","OtherStagingBasisId","NOT128","CODE P     Pathological     

Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination.

CODE C     Clinical

Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations.
"
"126","DE528","COtherStagingGroupingID","OtherStagingSchemeId","CRC036","TNM is not applicable to all tumour sites. Staging is of limited use in some cancers, for example, haematological malignancies. In these cases use the most appropriate classification system.

The Cancer Council Australia and Australian Cancer Network Guidelines for the prevention, early detection and management of colorectal cancer (2005, pp. 159-162) support the use of the Australian Clinico-Pathological Staging (ACPS) System. They recommend that both TNM and ACPS staging data be recorded to enable national and international comparisons. A table of correspondences between ACPS and TNM classifications is available.

The current edition of each staging scheme should be used.
"
"127","DE529","COtherStagingGroupingID","OtherStagingGroupingId","CRC037","Record the extent of the primary cancer at the time of diagnosis.

Applies to all cancer stage groupings where a staging classification other than the standard TNM classification is used.

Choose the lower (less advanced) stage category when there is any uncertainty.

The relevant cancer stage grouping source will be indicated in the data element Cancer staging-cancer staging scheme source, code N[N] and if applicable, the related edition number will be recorded in data element Cancer staging-cancer staging scheme source edition number, code N[N].

A separate data element captures the extent of the primary cancer based on the TNM stage classification."
"128","DE551","COtherStagingGroupingID","OtherStagingGroupingId","CRE014","Record the extent of the primary cancer at the time of the stage date.

Applies to all cancer stage groupings where a staging classification other than the standard TNM classification is used.

Choose the lower (less advanced) stage category when there is any uncertainty.

The relevant cancer stage grouping source will be indicated in the data element Cancer staging-cancer staging scheme source, code N[N] and if applicable, the related edition number will be recorded in data element Cancer staging-cancer staging scheme source edition number, code N[N].

A separate data element captures the extent of the primary cancer based on the TNM stage classification."
"129","DE550","COtherStagingSchemeID","OtherStagingSchemeId","CRE013","TNM is not applicable to all tumour sites. Staging is of limited use in some cancers, for example, haematological malignancies. In these cases use the most appropriate classification system.

The Cancer Council Australia and Australian Cancer Network Guidelines for the prevention, early detection and management of colorectal cancer (2005, pp. 159-162) support the use of the Australian Clinico-Pathological Staging (ACPS) System. They recommend that both TNM and ACPS staging data be recorded to enable national and international comparisons. A table of correspondences between ACPS and TNM classifications is available.

The current edition of each staging scheme should be used.
"
"130","DE531","COtherStagingVersionID","OtherStagingVersionId","CRC039","Record for any staging classification system that has an edition number, except for the TNM Classification of Malignant Tumours (International Union Against Cancer (UICC)."
"131","DE552","COtherStagingVersionID","OtherStagingVersionId","CRE015","Record for any staging classification system that has an edition number, except for the TNM Classification of Malignant Tumours (International Union Against Cancer (UICC)."
"132","DE246","CPathologicalDiagnosisDate","DateOfPathologicalDiagnosis","CRC006","The date of the pathology report that first confirmed the diagnosis of cancer. Date of pathological confirmation must be:

Greater than or equal to date of birth
Greater than or equal to date of diagnosis"
"133","DE141","CPathologicalDiagnosisDateNotification","DateOfPathologicalDiagnosis","NOT105","The date of the pathology report that first confirmed the diagnosis of cancer. Date of pathological confirmation must be:

Greater than or equal to date of birth
Greater than or equal to date of diagnosis"
"134","DE559","CPerformanceStatusDate","PerformanceStatusDate","CRE021",NA
"135","DE174","CPerformanceStatusDateNotification","PerformanceStatusDate","NOT135",NA
"136","DE560","CPerformanceStatusID","PerformanceStatusId","CRE022","Code set for performance status scale by USA Eastern Cooperative Oncology Group (ECOG). (Isselbacher et al, 1994) 
                                                                                                                                          
0 - ECOG 0: Fully active, able to carry on all pre-disease performance without restriction.
1 - ECOG 1: Restricted in physically strenuous activity but ambulatory and able to carry out work of a light or sedentary nature, e.g., light house work, office work
2 - ECOG 2: Ambulatory and capable of all self-care but unable to carry out any work activities. Up and about more than 50% of waking hours.
3 - ECOG 3: Capable of only limited self-care, confined to bed or chair more that 50% of waking hours.
4 - ECOG 4: Completely disabled. Cannot carry on any self-care. Totally confined to bed or chair.
9 - Unknown: The ECOG number is not known or not stated."
"137","DE175","CPerformanceStatusIDNotification","PerformanceStatusId","NOT136","Code set for performance status scale by USA Eastern Cooperative Oncology Group (ECOG). (Isselbacher et al, 1994) 
                                                                                                                                          
0 - ECOG 0: Fully active, able to carry on all pre-disease performance without restriction.
1 - ECOG 1: Restricted in physically strenuous activity but ambulatory and able to carry out work of a light or sedentary nature, e.g., light house work, office work
2 - ECOG 2: Ambulatory and capable of all self-care but unable to carry out any work activities. Up and about more than 50% of waking hours.
3 - ECOG 3: Capable of only limited self-care, confined to bed or chair more that 50% of waking hours.
4 - ECOG 4: Completely disabled. Cannot carry on any self-care. Totally confined to bed or chair.
9 - Unknown: The ECOG number is not known or not stated."
"138","DE321","CPerineuralInvasionID","PerineuralInvasionId","NOTC013",NA
"139","DE277","CPlaceOfResidenceAtTimeOfDiagnosisNotification","PlaceOfResidenceAtTimeOfDiagnosisId","NOT452",NA
"140","DE288","CPresentationBreastIDNotification","PresentationBreastId","NOTB001","It is assumed that 'Screening ? Mammography', ' Screening ? MRI' and 'Screening ? Other' are used for asymptomatic patients. 'Screening ? Other' may include screening through ultrasound or other clinical examination. 

Symptomatic presentation may include breast lump, nipple discharge, change in breast skin, change in nipple shape or new pain. 

'Other' may include incidental detection through modalities such as ultrasound, where the patient did not present for the purpose of breast screening or breast symptoms
"
"141","DE308","CPresentationColorectalIDNotification","PresentationColorectalId","NOTC001","1 Screening detected, method of screening not otherwise specified
2 Faecal Occult Blood Test for screening bowel cancer
3 Patient presented with symptoms of bowel cancer
9 It is unknown how the patient presented"
"142","DE179","CPrimarySiteCancerCodeVersionNotification","notAvailable","notAvailable",NA
"143","DE27","CPrincipalFlag","PrincipalFlag","CRE048","Only one principal procedure should be recorded for each Episode of treatment."
"144","DE300","CPRStatusIdNotification","PRStatusId","NOTB012","Where the pathologist has stated the test result in the conclusion of the pathology report as being positive, negative or equivocal this value should be coded. If the report does not specifically state the test result, this should be interpreted from the reported % nuclei stained positive. If => 1% of nuclei are reported as stained regardless of stain intensity (weak, intermediate or high/strong) the result is positive. If % nuclei stained is <1% the result is negative. Definitions from NBOCC & ACN Pathology Reporting Guidelines."
"145","DE329","CPSAIDNotification","PsaId","NOTP001",NA
"146","DE316","CReadmitReasonIDNotification","ReadmitReasonId","NOTC008",NA
"147","DE315","CReadmitWithin28DaysIDNotification","ReadmitWithin28DaysId","NOTC007","Provide this"
"148","DE216","CReasonAdmitNotification","ReasonAdmitId","NOT257",NA
"149","DE16","CReasonForNoTreatmentId","ReasonForNoTreatmentId","CRE040","This item allows the patient?s choice to be recorded as a possible reason for the divergence from treatment protocols/guidelines."
"150","DE198","CReasonForNoTreatmentIDNotification","ReasonForNoTreatmentId","NOT212","This item allows the patient?s choice to be recorded as a possible reason for the divergence from treatment protocols/guidelines."
"151","DE415","CRectalLevelCancerID","LevelOfRectalCancerId","notAvailable",NA
"152","DE320","CRectalLevelCancerIDNotification","LevelOfRectalCancerId","NOTC012","1 High: entirely above the level of the peritoneal reflection anteriorly (11-15cm)

2 Medium: astride (or at) the level  of the peritoneal reflection anteriorly (6-10cm)

3 Low: entirely below the level of the peritoneal reflection anteriorly (0-5cm)"
"153","DE553","CRecurrenceDate","RecurrenceDate","CRE016","Record the date the first recurrence of cancer is diagnosed.

The term recurrence defines the return, reappearance or metastasis of cancer (of the same histology) after a disease free period. 

The date is based on the most definitive diagnostic information available and ideally should correspond to the date of the investigation recorded in data element Person with cancer-most valid basis of diagnosis of the first recurrence. For instance, record the date of the first histological or if unavailable, cytological investigation confirming the diagnosis of recurrence. If these investigations have not been performed, record the date of confirmation by clinical investigation.

This information should be obtained from the patient's medical record. In the first instance, the diagnosis date should be derived from the relevant investigation report; for example, tissue diagnosis from the pathology report and imaging from the imaging reports. 

If the diagnosis is made on the basis of clinical examination, record the date this is performed. For example, this may be the date of a consultation, an outpatient appointment or the date the patient is admitted to hospital.

If the patient was diagnosed by clinical examination and/or investigations performed elsewhere, the date may be found in a letter of referral from a recognised medical practitioner or dentist. Usually the relevant test result, if applicable, will be attached to this.

In some cases, the date the patient states they were diagnosed with recurrence will be the only date available and should be recorded here. For example, the patient may have been diagnosed whilst overseas.

If components of the date are not known, an estimate should be provided where possible with an estimated date flag to indicate that it is estimated. If an estimated date is not possible, a standard date of 15 June 1900 should be used with a flag to indicate the date is not known.
"
"154","DE169","CRecurrenceDateNotification","RecurrenceDate","NOT130","
Record the date the first recurrence of cancer is diagnosed.

The term recurrence defines the return, reappearance or metastasis of cancer (of the same histology) after a disease free period. 

The date is based on the most definitive diagnostic information available and ideally should correspond to the date of the investigation recorded in data element Person with cancer-most valid basis of diagnosis of the first recurrence. For instance, record the date of the first histological or if unavailable, cytological investigation confirming the diagnosis of recurrence. If these investigations have not been performed, record the date of confirmation by clinical investigation.

This information should be obtained from the patient's medical record. In the first instance, the diagnosis date should be derived from the relevant investigation report; for example, tissue diagnosis from the pathology report and imaging from the imaging reports. 

If the diagnosis is made on the basis of clinical examination, record the date this is performed. For example, this may be the date of a consultation, an outpatient appointment or the date the patient is admitted to hospital.

If the patient was diagnosed by clinical examination and/or investigations performed elsewhere, the date may be found in a letter of referral from a recognised medical practitioner or dentist. Usually the relevant test result, if applicable, will be attached to this.

In some cases, the date the patient states they were diagnosed with recurrence will be the only date available and should be recorded here. For example, the patient may have been diagnosed whilst overseas.

If components of the date are not known, an estimate should be provided where possible with an estimated date flag to indicate that it is estimated. If an estimated date is not possible, a standard date of 15 June 1900 should be used with a flag to indicate the date is not known.
"
"155","DE183","CRecurrenceDateValidityCodeNotification","RecurrenceDateValidityCode","NOT143","This data element is for use with the following data elements:
Patient?diagnosis date of cancer
Person?date of birth


The date accuracy indicator can be useful for operational purposes to indicate the level of accuracy of a date that has been collected at any point in time. It can indicate whether the stored date needs to be followed up until it reaches the intended minimum required accuracy.

For future users of the data it may also be essential they know the accuracy of the date components of a reported date.   

Example
Date of birth?the month and year are known, but not the day. Record 03


"
"156","DE554","CRecurrenceSiteID","RecurrenceSiteId","CRE017","Record all four alphanumeric characters of the topography code. The number after the decimal point represents the subsite or subcategory. This information is collected for the site or region of the first recurrence as locoregional cancer.

The term recurrence refers to the return, reappearance or metastasis of cancer of the same histology after a disease-free period.

Site or region refers to the anatomical position that the cancer has reappeared, record all relevant locoregional sites.

The record should not be updated with subsequent recurrences.

"
"157","DE170","CRecurrenceSiteIDNotification","RecuurenceSiteId","NOT131","
Record all four alphanumeric characters of the topography code. The number after the decimal point represents the subsite or subcategory. This information is collected for the site or region of the first recurrence as locoregional cancer.

The term recurrence refers to the return, reappearance or metastasis of cancer of the same histology after a disease-free period.

Site or region refers to the anatomical position that the cancer has reappeared, record all relevant locoregional sites.

The record should not be updated with subsequent recurrences.

"
"158","DE365","CRecurrenceSiteVersionNotification","notAvailable","notAvailable",NA
"159","DE555","CRecurrenceTypeID","RecurrenceTypeId","CRE018","The region of the first recurrence following the initial diagnosis should be recorded.
Area-based Clinical Cancer Registries in NSW record the site of recurrence of cancer using ICD10-AM, in line with hospital coding policies. Mandatory notifications to the NSW Cancer Registry are coded using ICDO-3.

The record should not be updated with subsequent recurrences.

The cancer may recur in more than one site (e.g. both regional and distant metastases).

Record the highest numbered applicable response.
"
"160","DE171","CRecurrenceTypeIDNotification","RecurrenceTypeId","NOT132","The region of the first recurrence following the initial diagnosis should be recorded.
Area-based Clinical Cancer Registries in NSW record the site of recurrence of cancer using ICD10-AM, in line with hospital coding policies. Mandatory notifications to the NSW Cancer Registry are coded using ICDO-3.

The record should not be updated with subsequent recurrences.

The cancer may recur in more than one site (e.g. both regional and distant metastases).

Record the highest numbered applicable response.
"
"161","DE10","CReferralDate","ReferralDate","CRE035","This item is collected for the purpose of monitoring indicators of access to services, including time from referral to consultation.

If date cannot be found leave blank.
"
"162","DE195","CReferralDateNotification","ReferralDate","NOT207","This item is collected for the purpose of monitoring indicators of access to services, including time from referral to consultation.

If date cannot be found leave blank.
"
"163","DE561","CReferralToPalliativeCareDate","ReferralToPalliativeCareDate","CRE023","This information is collected for the purpose of monitoring levels of appropriateness of referrals to palliative care service.
"
"164","DE176","CReferralToPalliativeCareDateNotification","ReferralToPalliativeCareDate","NOT137","This information is collected for the purpose of monitoring levels of appropriateness of referrals to palliative care service.
"
"165","DE295","CRegionalNodesExaminedCountNotification","NumberOfRegionalNodesExamined","NOTB007","A list of which lymph nodes are defined as regional lymph nodes for each cancer site may be found in the current edition of the TNM Classification of Tumours, UICC (International Union Against Cancer) or the AJCC (American Joint Committee on Cancer) Cancer Staging Manual.
The number includes all nodes examined regardless of whether they were removed and examined at a single or multiple procedures. For example, for breast cancer, record the sum of regional lymph nodes examined from node sampling, sentinel node biopsy and axillary clearance.
The number of regional lymph nodes is cumulative from all procedures that removed lymph nodes through the completion of surgeries for the initial treatment of the cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

Breast cancer:
Regional lymph nodes include all ipsilateral axillary nodes (levels 1, 2 and 3), ipsilateral internal mammary nodes, supraclavicular nodes and intramammary lymph nodes. All other nodes (including contralateral axillary, contralateral internal mammary nodes and cervical nodes) are considered to be distant metastases and should not be recorded in this data item. Definitions are from the UICC TNM Classification of Malignant Tumours, 7th Edition.
"
"166","DE324","CRegionalNodesExaminedCountNotification_d","NumberOfRegionalNodesExamined","NOTC015","A list of which lymph nodes are defined as regional lymph nodes for each cancer site may be found in the current edition of the TNM Classification of Tumours, UICC (International Union Against Cancer) or the AJCC (American Joint Committee on Cancer) Cancer Staging Manual.
The number includes all nodes examined regardless of whether they were removed and examined at a single or multiple procedures. For example, for breast cancer, record the sum of regional lymph nodes examined from node sampling, sentinel node biopsy and axillary clearance.
The number of regional lymph nodes is cumulative from all procedures that removed lymph nodes through the completion of surgeries for the initial treatment of the cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.


"
"167","DE296","CRegionalNodesPositiveCountNotification","NumberOfRegionalNodesPositive","NOTB008","A list of which lymph nodes are defined as regional lymph nodes for each cancer site may be found in the current edition of the TNM Classification of Tumours, UICC (International Union Against Cancer) and the AJCC (American Joint Committee on Cancer) Cancer Staging Manual.

The number includes all positive nodes regardless of whether they were removed and examined at a single or multiple procedures. For example, for breast cancer, record the sum of positive nodes detected in node sampling/sentinel node biopsy and those removed at axillary clearance.
"
"168","DE325","CRegionalNodesPositiveCountNotification_d","NumberOfRegionalNodesPositive","NOTC016","A list of which lymph nodes are defined as regional lymph nodes for each cancer site may be found in the current edition of the TNM Classification of Tumours, UICC (International Union Against Cancer) and the AJCC (American Joint Committee on Cancer) Cancer Staging Manual.

The number includes all positive nodes regardless of whether they were removed and examined at a single or multiple procedures. For example, for breast cancer, record the sum of positive nodes detected in node sampling/sentinel node biopsy and those removed at axillary clearance.
"
"169","DE318","CResectionMarginNotification","ResectionMargin","NOTC010","This item is collected for rectal cancers only.

Tumour is defined as any tumour deposit (primary/lymph/vessel/micrometastses etc).

The radial resection margin is also referred to as the non-peritonealised circumferential resection margin, or the mesorectal margin."
"170","DE317","CResidualTumourStatusIDNotification","ResidualTumourStatusId","NOTC009","Record the presence or absence of residual tumour on completion of the initial course of treatment for cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.
In some cases treated with surgery and/or neoadjuvant therapy, residual tumour will be present at the primary site after treatment because of incomplete resection or local and regional disease extending beyond the scope of resection.

R0: Complete resection, margins histologically negative, no residual tumour left after resection (primary tumour, regional nodes)

R1: Incomplete resection, margins histologically involved, microscopic tumour remains after resection of gross disease (primary tumour, regional nodes)

R2: Incomplete resection, margins macroscopically involved or gross disease remains after subtotal resection (eg primary tumour, regional nodes, or liver metastasis).

RX: The completeness of resection is not known."
"171","DE331","CRiskStratificationIDNotification","RiskStratificationId","NOTP003",NA
"172","DE416","CSentinelNodesExaminedCount","NumberSentinelNodesExamined","notAvailable",NA
"173","DE297","CSentinelNodesExaminedCountNotification","NumberSentinelNodesExamined","NOTB009","For cancer registries, collection of this data item should only be from pathology reports relating to initial diagnosis and not for recurrent or metastatic tumour.
This needs clear guides for use"
"174","DE298","CSentinelNodesPositiveCountNotification","NumberSentinelNodesPositive","NOTB010","For cancer registries:
Collection of this data item should only be from notification and pathology reports relating to initial diagnosis and not for recurrent or metastatic disease."
