Dictionary ID,In Landing,Cancer Institute Name,Cancer Institute Category,Definition,Type,Null values permitted,Accepted Values
DE76,1,EIntendedChemoTherapyFlag ,Episode,Indicates that systemic agent therapy was an intended treatment for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE267,1,EIntendedChemoTherapyFlagNotification,Episode,Indicates that systemic agent therapy was an intended treatment for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE80,1,EIntendedNoTreatmentFlag,Episode,Indicates that no treatment was intended for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE271,1,EIntendedNoTreatmentFlagNotification,Episode,Indicates that no treatment was intended for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE77,1,EIntendedOtherTreatmentFlag,Episode,"Indicates that a treatment other than radiotherpy, systemic agent therapy or surgery was an intended treatment for the patient",Boolean,1.0,Check - Yes; Uncheck - No
DE269,1,EIntendedOtherTreatmentFlagNotification,Episode,"Indicates that a treatment other than radiotherpy, systemic agent therapy or surgery was an intended treatment for the patient",Boolean,1.0,Check - Yes; Uncheck - No
DE75,1,EIntendedRadiotherapyFlagNotification,Episode,Indicates that radiotherapy was an intended treatment for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE266,1,EIntendedRadiotherapyFlagNotification,Episode,Indicates that radiotherapy was an intended treatment for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE78,1,EIntendedSurgeryFlag,Episode,Indicates that surgery was an intended treatment for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE270,1,EIntendedSurgeryFlagNotification,Episode,Indicates that surgery was an intended treatment for the patient,Boolean,1.0,Check - Yes; Uncheck - No
DE106,1,ELastContactFacilityCode,Episode,"An identifier for the establishment in which the most recent episode or event occurred.
",varchar(7),1.0,Code
DE568,1,EModalityID ,Episode,"The type of treatment administered during the initial course of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE187,1,EModalityIDNotification,Episode,"The type of treatment administered during the initial course of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE543,1,EMStageID,Episode,"The absence or presence of distant metastasis in a person with cancer, as represented by a code.",Integer,1.0,Code
DE544,1,EMStagingBasisID,Episode,"The evidence basis for the M stage value for a cancer, as represented by a code.",Integer,1.0,Code
DE549,1,ENonTNMStagingValuesDate,Episode,The date of non-TNM staging values for cancer.,Date,1.0,DDMMYYYY
DE205,1,ENotificationWorkflowStatusIDNotification,Episode,Status of completion of episode information in the NSWCR for this treatment.,Integer,1.0,Code
DE541,1,ENStageID,Episode,"The absence or presence and extent of regional lymph node metastasis in a person with cancer, as represented by a code.",Integer,1.0,Code
DE542,1,ENStagingBasisID,Episode,"The evidence basis for the N stage value for a cancer, as represented by a code.",Integer,1.0,Code
DE165,1,EOtherStagingGroupingIDNotification,Episode,"The anatomical extent of disease in a person with cancer based on stage categories of a staging classification other than the standard TNM classification, as represented by a code.",Integer,1.0,Stage Grouping Codes other than the standard UICC TNM Codes
DE164,1,EOtherStagingSchemeIDNotification,Episode,"The reference which describes in detail the methods of staging and the definitions for the classification system used in determining the extent of cancer, as represented by a code.",Integer,1.0,Code
DE167,1,EOtherStagingVersionIDNotification,Episode,"The edition number or year of the cancer staging scheme used to determine the extent or stage of the cancer, as represented by a code.",Integer,1.0,Edition Code
DE4,1,EOutcomeOfTreatmentId,Episode,"The response of the tumour at the completion of the treatment modalities, as represented by a code.",Integer,1.0,Code
DE260,1,EPrescribedRadiationDoseNotification,Episode,The prescribed dose of radiation that was to be delivered to the Radiotherapy Site measured in the Radiation Dose Unit.,Float,1.0,Numeric Value (NNN.NN)
DE263,1,EPrescribedRadiotherapyFractionCountNotification,Episode,Number of radiotherapy fractions that were prescribed to be delivered to the Radiotherapy Site.,Integer,1.0,Numeric Value
DE214,1,EPrincipalFlagNotification,Episode,Indicates the main procedure the person with cancer was admitted for.,Boolean,1.0,"Check - Yes, principal procedure; Uncheck - No"
DE25,1,EProcedureCodeID ,Episode,The surgical procedure(s) for the initial management of the cancer.,Integer,1.0,Code
DE211,1,EProcedureCodeIDNotification,Episode,The surgical procedure(s) for the initial management of the cancer.,Integer,1.0,ICD-10-AM procedure code
DE26,1,EProcedureDate,Episode,"The date on which a cancer-directed surgical procedure was performed during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE213,1,EProcedureDateNotification,Episode,"The date on which a cancer-directed surgical procedure was performed during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE272,1,EProtocol1IDNotification,Episode,The eviQ protocol identifier for the systemic therapy agent protocol intended for the patient,Integer,1.0,Protocol Code
DE274,1,EProtocol2IDNotification,Episode,The eviQ protocol identifier for the radiation therapy protocol intended for the patient,Integer,1.0,Protocol Code
DE273,1,EProtocol3IDNotification,Episode,The eviQ protocol identifier for the systemic therapy agent protocol intended for the patient,Integer,1.0,Protocol Code
DE36,1,EProtocolConsent,Episode,An indicator that a patient consented to the treatment protocol,Boolean,1.0,Check - Yes; Uncheck - No
DE32,1,EProtocolID   ,Episode,The eviQ protocol identifier for the systemic therapy agent protocol administered during the initial course of treatment for cancer.,Integer,1.0,Code
DE101,1,EProtocolIDNotification,Episode,The eviQ protocol identifier for the systemic therapy agent protocol administered during the initial course of treatment for cancer.,Integer,1.0,Protocol Code
DE34,1,EProtocolModified,Episode,"An indicator of a change, alteration or adjustment to a specified treatment protocol, as represented by a code.",Boolean,1.0,Check - Yes; Uncheck - No
DE219,1,EProtocolModifiedNotification,Episode,"An indicator of a change, alteration or adjustment to a specified treatment protocol, as represented by a code.",Boolean,1.0,Check - Yes; Uncheck - No
DE421,1,ERadiationDoseTotal,Episode,,Float,1.0,Numeric Value (NNN.NN)
DE252,1,ERadiationDoseTotalNotification,Episode,The total received dose of radiation delivered at initial treatment measured in the Radiation Dose Unit specified.,Float,1.0,Numeric Value (NNN.NN)
DE74,1,ERadiationDoseUnitID,Needs category,The classification used to measure the radiation dose,Integer,1.0,Code
DE262,1,ERadiationDoseUnitIDNotification,Needs category,The classification used to measure the radiation dose,Integer,1.0,Code
DE255,1,ERadiotherapyCourseNotification,Episode,The radiotherapy course name as recorded by the source system.,varchar(512),1.0,Alphanumeric Value
DE253,1,ERadiotherapyDoseUnitIDNotification,Episode,The classification used to measure the radiation dose.,Integer,1.0,Code
DE72,1,ERadiotherapyEndDate,Episode,"The completion date of the radiotherapy administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE249,1,ERadiotherapyEndDateNotification,Episode,"The completion date of the radiotherapy administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY. If Unknown set to '01/01/9999'.
DE264,1,ERadiotherapyFractionsRecievedCountNotification,Episode,Number of radiotherapy fractions delivered to the Radiotherapy Site.,Integer,1.0,Numeric Value
DE422,1,ERadiotherapyFractionsTotal,Episode,,Integer,1.0,Numeric Value (NNN.NN)
DE254,1,ERadiotherapyFractionsTotalNotification,Episode,Total number of radiotherapy fractions delivered in the initial course of radiation.,Integer,1.0,Numeric Value
DE256,1,ERadiotherapyPriorityIDNotification,Episode,The priority code of the Radiotherapy Course.,Integer,1.0,Code
DE71,1,ERadiotherapyStartDate,Episode,"The start date of the radiotherapy administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE248,1,ERadiotherapyStartDateNotification,Episode,"The start date of the radiotherapy course administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY. If Unknown set to '01/01/9999' except for Inpatient.
DE73,1,ERadiotherapyTypeID,Needs category,"The type of radiation therapy used in the primary treatment of the cancer, as represented by a code.",Integer,1.0,Code
DE250,1,ERadiotherapyTypeIDNotification,Episode,"The type of radiation therapy used in the primary treatment of the cancer, as represented by a code.",Integer,1.0,Code
DE50,1,EReasonVariationFrequencyCycle,Needs category,The reason that a treatment cycle was not administered according to the frequency specified in the eviQ protocol.,Integer,1.0,Reason Code
DE229,1,EReasonVariationFrequencyCycleNotification,Episode,The reason that a treatment cycle was not administered according to the frequency specified in the eviQ protocol.,Integer,1.0,Reason Code
DE39,1,ERouteId,Episode,"The mode of introduction of a particular systemic therapy agent into the body of a person with cancer, as represented by a code. ",Integer,1.0,Route Code
DE79,1,ERouteIDNotification,Episode,"The mode of introduction of a particular systemic therapy agent into the body of a person with cancer, as represented by a code. ",Integer,1.0,Route Code
DE259,1,ESiteEndDateNotification,Episode,"The completion date of the radiotherapy administered to the radiotherapy site during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE251,1,ESiteIDNotification,Episode,"The target site of radiotherapy administered during the initial course of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE258,1,ESiteStartDateNotification,Episode,"The start date of the radiotherapy administered to the radiotherapy site during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE338,1,ESLNExtentNotification,Needs category,"The maximum extent of tumour in a sentinel lymph node, as represented by a code.",varchar(100),1.0,Code
DE337,1,ESLNIDNotification,Needs category,"Whether or not sentinel lymph node(s) identified and removed intraoperatively, according to nodal site.",varchar(50),1.0,Code
DE19,1,EStartDate,Episode,Date on which an admitted patient commences an episode of care.,Date,1.0,DDMMYYYY
DE206,1,EStartDateNotification,Episode,Date on which an admitted patient commences an episode of care.,Date,1.0,DDMMYYYY. If Unknown set to '01/01/9999' except for Inpatient.
DE221,1,EStartDateNotification,Episode,The date the chemotherapy regimen commenced,Date,1.0,DDMMYYYY
DE21,1,EStatusSeparationId,Episode,"The indication of whether the person was alive or dead at the time the patient last received active treatment, or obtained a pathology test, for a notifiable cancer. ",Integer,1.0,Code
DE208,1,EStatusSeperationIDNotification,Episode,"The indication of whether the person was alive or dead at the time the patient last received active treatment, or obtained a pathology test, for a notifiable cancer. ",Integer,1.0,Code
DE209,1,EStatusSeperationIDNotification,Needs category,,Integer,1.0,Code
DE210,1,EStatusSeperationIDNotification_d,Episode,"The indication of whether the person was alive or dead at the time the patient last received active treatment, or obtained a pathology test, for a notifiable cancer. ",Integer,1.0,Code
DE313,1,EStomaTypeID,Episode,"The type of stoma created for a patient with colorectal cancer, as represented by a code. ",Integer,1.0,Code
DE17,1,ESuggestedTreatmentCommencementDate,Episode,"The date on which a cancer specialist (oncologist, haematologist or surgeon) indicated treatment of a person with cancer should commence.",Date,1.0,DDMMYYYY
DE199,1,ESuggestedTreatmentCommencementDateNotification,Episode,"The date on which a cancer specialist (oncologist, haematologist or surgeon) indicated treatment of a person with cancer should commence.",Date,1.0,DDMMYYYY
DE42,1,ESystemicTherapyAgentFrequencyCode,Episode,"The frequency with which a particular systemic therapy agent was administered, during the course of treatment for a cancer, as represented by a code number",Integer,1.0,Numeric value
DE225,1,ESystemicTherapyAgentFrequencyCodeNotification,Episode,"The frequency with which a particular systemic therapy agent was administered, during the course of treatment for a cancer, as represented by a number",Integer,1.0,Numeric Value
DE43,1,ESystemicTherapyAgentFrequencyUnitCode,Episode,"The unit of measure used to express the frequency with which a particular systemic therapy agent was administered, during the course of treatment for a cancer, as represented by a code.",Integer,1.0,Code
DE226,1,ESystemicTherapyAgentFrequencyUnitCodeNotification,Episode,"The unit of measure used to express the frequency with which a particular systemic therapy agent was administered, during the course of treatment for a cancer, as represented by a code.",Integer,1.0,Code
DE48,1,ESystemicTherapyCycleEndDate,Needs category,The final day of a systemic therapy cycle according to the protocol.,Date,1.0,DDMMYYYY
DE227,1,ESystemicTherapyCycleEndDateNotification,Episode,The final day of a systemic therapy cycle according to the protocol.,Date,1.0,DDMMYYYY
DE47,1,ESystemicTherapyCycleStartDate,Needs category,The date that Day 1 of a systemic therapy cycle is administered according to the protocol.,Date,1.0,DDMMYYYY
DE334,1,ESystemicTherapyCycleStartDateNotification,Episode,The date that Day 1 of a systemic therapy cycle is administered according to the protocol.,Date,1.0,DDMMYYYY
DE38,1,ESystemicTherapyDoseQuantity,Episode,"The quantity of a particular systemic therapy agent prescription administered, taken or absorbed at one time.",varchar(20),1.0,Alphanumeric Value
DE547,1,ESystemicTherapyDoseQuantityNotification,Episode,"The quantity of a particular systemic therapy agent prescription administered, taken or absorbed at one time.",varchar(20),1.0,Alphanumeric Value
DE37,1,ESystemicTherapyDrugIDCode,Episode,"The name of the systemic therapy agent administered during the course of treatment for a cancer, as represented by a code.",Integer,1.0,Drug Code
DE90,1,ESystemicTherapyDrugIDCodeNotification,Episode,"The name of the systemic therapy agent administered during the course of treatment for a cancer, as represented by a code.",Integer,1.0,Drug Code
DE30,1,ESystemicTherapyEndDate,Episode,"The completion date of systemic agent therapy  administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE217,1,ESystemicTherapyEndDateNotification,Episode,"The completion date of systemic agent therapy  administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY. If Unknown set to '01/01/9999'.
DE218,1,ESystemicTherapyIDNotification,Episode,"The type of systemic agent therapy  administered during the course of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE223,1,ESystemicTherapyProtocolCycleCountNotification,Episode,The number of the eviQ systemic therapy cycle administered to the patient during this reporting period.,varchar(20),1.0,Numeric Value
DE45,1,ESystemicTherapyProtocolCycleNumber,Needs category,The number of the eviQ systemic therapy cycle administered to the patient during this reporting period.,varchar(20),1.0,Numeric value
DE29,1,ESystemicTherapyStartDate,Episode,"The start date of systemic agent therapy administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY
DE135,1,ESystemicTherapyStartDateNotification,Episode,"The start date of systemic agent therapy administered during the initial course of treatment for cancer, expressed as DDMMYYYY.",Date,1.0,DDMMYYYY. If Unknown set to '01/01/9999' except for Inpatient.
DE44,1,ESystemicTherapyTreatmentCycleDay,Episode,The day of the systemic therapy treatment cycle on which a particular dose was administered.,varchar(15),1.0,Alphanumeric Value
DE525,1,ESystemicTherapyTreatmentCycleDayNotification,Episode,The day of the systemic therapy treatment cycle on which a particular dose was administered.,varchar(15),1.0,Alphanumeric Value
DE31,1,ESystemicTherapyTypeID,Episode,"The type of systemic agent therapy  administered during the course of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE538,1,ETMNStagingDate,Episode,The date of TNM staging values for cancer.,Date,1.0,DDMMYYYY
DE548,1,ETNMEditionNumberID,Episode,"The edition number of the TNM staging scheme used to determine the extent or stage of the cancer, as represented by a code.",Integer,1.0,Code
DE546,1,ETNMStagingBasisIdID,Episode,"The timing and evidence for cancer stage values, as represented by a code.",Integer,1.0,Code
DE545,1,ETNMStagingGroupingID,Episode,"The anatomical extent of disease in a person with cancer based on the previously coded T, N and M stage categories, as represented by a code.",Integer,1.0,Code
DE59,1,EToxicityConstipationCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE236,1,EToxicityConstipationCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE60,1,EToxicityDiarrhoeaCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE237,1,EToxicityDiarrhoeaCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE61,1,EToxicityFatigueCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE238,1,EToxicityFatigueCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE62,1,EToxicityHypersensitivityCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE239,1,EToxicityHypersensitivityCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE63,1,EToxicityMucositisCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE240,1,EToxicityMucositisCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE64,1,EToxicityNauseaCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE241,1,EToxicityNauseaCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE65,1,EToxicityNeuropathyCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE242,1,EToxicityNeuropathyCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE70,1,EToxicityNeutrophilCount,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE247,1,EToxicityNeutrophilCountNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE67,1,EToxicityRashCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE244,1,EToxicityRashCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE66,1,EToxicitySkinReactionCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE243,1,EToxicitySkinReactionCodeNotation,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE69,1,EToxicityVomitingCode,Needs category,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE245,1,EToxicityVomitingCodeNotification,Episode,An indication of the severity of the toxicity caused by the cancer treatment as indicated by the CTCAE grade.,Integer,1.0,Code
DE3,1,ETreatmentIntention,Episode,"The intention of the initial treatment for cancer for the particular patient, as represented by a code.",Integer,1.0,Code
DE188,1,ETreatmentIntentionNotification,Episode,"The intention of the initial treatment for cancer for the particular patient, as represented by a code.",Integer,1.0,Code
DE189,1,ETreatmentOutcomeIDNotification,Episode,"The response of the tumour at the completion of the treatment modalities, as represented by a code.",Integer,1.0,Code
DE220,1,ETreatmentProtocolConsentNotification,Episode,An indicator that a patient consented to the treatment protocol,Boolean,1.0,Check - Yes; Uncheck - No
DE18,1,ETreatmentType,Episode,"The type of treatment administered during this episode of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE200,1,ETreatmentTypeNotification,Episode,"The type of treatment administered during this episode of treatment for cancer, as represented by a code.",Integer,1.0,Code
DE539,1,ETStageID,Episode,"The size and extent of the primary tumour in a person with cancer, as represented by a code.",Integer,1.0,Code
DE540,1,ETStagingBasisID,Episode,"The evidence basis for the T stage value for a cancer, as represented by a code.",Integer,1.0,Code
DE328,1,EUlcerationOfMelanomaIdNotification,Episode,,Integer,1.0,Code
DE51,1,EVariationDrugDoseFlag,Needs category,"Whether the drug dose of an eviQ protocol was administered according to that specified in the eviQ protocol, as represented by code.",Boolean,1.0,Check - Yes; Uncheck - No
DE146,1,EVariationDrugDoseFlagNotification,Episode,"Whether the drug dose of an eviQ protocol was administered according to that specified in the eviQ protocol, as represented by code.",Boolean,1.0,Check - Yes; Uncheck - No
DE13,1,EVariationDrugDoseReason1Notification,Episode,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE230,1,EVariationDrugDoseReason2Notification,Episode,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE231,1,EVariationDrugDoseReason3Notification,Episode,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE232,1,EVariationDrugDoseReason4Notification,Episode,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE233,1,EVariationDrugDoseReason5Notification,Episode,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE234,1,EVariationDrugDoseReason6Notification,Episode,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE56,1,EVariationDrugDoseReasonFive,Needs category,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE55,1,EVariationDrugDoseReasonFour,Needs category,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE52,1,EVariationDrugDoseReasonOne,Needs category,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE58,1,EVariationDrugDoseReasonSix,Needs category,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE54,1,EVariationDrugDoseReasonThree,Needs category,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE53,1,EVariationDrugDoseReasonTw,Needs category,The reason for a change to the drug dose specified in the eviQ protocol as represented by code.,Integer,1.0,Reason Code
DE49,1,EVariationFrequencyCycleFlag,Needs category,"Whether an eviQ protocol treatment cycle was administered according to the frequency specified in the eviQ protocol, as represented by a code.",Boolean,1.0,Check - Yes; Uncheck - No
DE157,1,EVariationReason,Episode,,,,
DE440,1,"FatherSurname, FatherGivenName1",Needs category,,varchar(40),1.0,Alphanumeric value
DE515,1,"FatherSurname, FatherGivenName1",Needs category,,varchar(40),1.0,Alphanumeric value
DE441,1,GPAddress,Needs category,,varchar(256),1.0,Alphanumeric Value
DE442,1,GPName,Needs category,,varchar(60),1.0,Alphanumeric value
DE283,1,HDeathCertifierAddressNotification,HealthPractioner,The address of the doctor or coroner responsible for certifying the death.,varchar(256),1.0,Alphanumeric value
DE282,1,HDeathCertifierNameNotification,HealthPractioner,The name of the certifying doctor or coroner. ,varchar(24),1.0,Alphanumeric value
DE443,1,HER2TestId,Needs category,,Integer,1.0,Code
DE6,1,HGPAmoRegistrationNumber,HealthPractioner,The Registration number of the General Practitioner treating the patient.,varchar(20),1.0,Alphanumeric Value
DE191,1,HGPAmoRegistrationNumberNotification,HealthPractioner,The Registration number of the General Practitioner treating the patient.,varchar(20),1.0,Alphanumeric Value
DE444,1,HistoPathologicalGradeId,Needs category,,Integer,1.0,Code
DE9,1,HManagingDoctorName,HealthPractioner,The full name of the doctor in charge of the case.,varchar(250),1.0,Alphanumeric Value
DE194,1,HManagingDoctorNameNotification,HealthPractioner,The full name of the doctor in charge of the case.,varchar(250),1.0,Alphanumeric Value
DE564,1,HPsychoSocialReferral2Id,Health Practioner,"The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE184,1,HPsycoSocialReferral1IDNotification,HealthPractioner,"The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE185,1,HPsycoSocialReferral2IDNotification,HealthPractioner,"
The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE186,1,HPsycoSocialReferral3IDNotification,HealthPractioner,"
The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE180,1,HPsycoSocialReferralIDNotification,HealthPractioner,"The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE565,1,HPyschoSocialReferral1Id,Health Practioner,"The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE566,1,HPyschoSocialReferral3Id,Health Practioner,"The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE567,1,HPyschoSocialReferralId,Health Practioner,"The health professional, support group or advisor to whom a person with cancer is initially referred for psycho-social support or intervention, as represented by a code.
",Integer,1.0,Code
DE424,1,HReferringGPAddress,HealthPractioner,,varchar(256),1.0,Alphanumeric value
DE203,1,HReferringGPAddressNotification,HealthPractioner,The address of the general practitioner who referred the patient to the hospital.,varchar(256),1.0,Alphanumeric Value
DE7,1,HReferringGPName  ,HealthPractioner,The full name of the general practitioner who referred the patient to the hospital.,varchar(60),1.0,Alphanumeric Value
DE192,1,HReferringGPNameNotification,HealthPractioner,The full name of the general practitioner who referred the patient to the hospital.,varchar(60),1.0,Alphanumeric Value
DE8,1,HTreatingAmoRegistrationNumber,HealthPractioner,The Registration number of the doctor treating the patient for this episode of care.,varchar(20),1.0,Alphanumeric Value
DE193,1,HTreatingAmoRegistrationNumberNotification?,HealthPractioner,The Registration number of the doctor treating the patient for this episode of care.,varchar(20),1.0,Alphanumeric Value
DE204,1,HTreatingDoctorAddressNotification,Needs category,The address of the doctor in charge of the case.,varchar(MAX),1.0,Alphanumeric Value
DE168,1,LDepartmentCode,Location,Department or unit in which the medical oncology event occurred,,,
DE104,1,LFacilityCode,Location,"An identifier for the establishment in which the episode or event occurred.
",varchar(7),1.0,Code
DE439,1,LFacilityCode,Needs category,,varchar(7),1.0,Code
DE24,1,LFacilityCodeNotification,Location,"An identifier for the establishment in which the episode or event occurred.
",varchar(7),1.0,Code
DE197,1,LHealthAreaCodeNotification,Location,"An identifier of recognised former NSW Area Health Services, or major NSW Health business unit, or interstate health jurisdictions, as represented by a code. ",varchar(20),1.0,Code
DE12,1,LHelalthAreaCode,Location,"An identifier of recognised former NSW Area Health Services, or major NSW Health business unit, or interstate health jurisdictions, as represented by a code. ",varchar(20),1.0,Numeric Value
DE447,1,Locality,Needs category,,varchar(40),1.0,Code
DE448,1,Locality,Needs category,,varchar(40),1.0,Code
DE369,1,LPathologyLaboratoryName ,Location,"Name where diagnostic is performed, related to lPathologyLaboratoryNameNotificatin, NOT451  but CR counter part does not exist",,,
DE276,1,LPathologyLaboratoryNameNotification,Location,The name of the notifying Pathology Laboratory ,varchar(100),1.0,Alphanumeric Value
DE265,1,LRISSiteNameNotification,Location,The radiotherapy site name as recorded by the source system.,varchar(512),1.0,Alphanumeric value
DE449,1,LymphovascularInvasionId,Needs category,,Integer,1.0,Code
DE450,1,LymphovascularInvasionId,Needs category,,Integer,1.0,Code
DE349,1,METRIQ_AccessionNo,Needs category,number of radiotherapy fractions that were prescribed to be delivered to the Radiotherapy Site.,varchar(9),1.0,Alphanumeric Value
DE350,1,METRIQ_ClassOfCase,Needs category,The extent to which the minimum dataset was completed or known at the reporting facility based on where the patient was diagnosed and received treatment.,varchar(200),1.0,Code
DE356,1,METRIQ_DCISPattern,Needs category,The characteristic appearance of the lesion under the microscope. Architecture refers to the way in which the tumour cells grow in relation to each other and how closely the growth pattern resembles normal breast structures.,varchar(50),1.0,Code
DE359,1,METRIQ_DxMethClin,Needs category,,varchar(50),1.0,Code
DE363,1,METRIQ_DxMethCoreBiop,Needs category,,varchar(50),1.0,Code
DE362,1,METRIQ_DxMethFNAB,Needs category,,varchar(50),1.0,Code
DE360,1,METRIQ_DxMethMamm,Needs category,,varchar(50),1.0,Code
DE361,1,METRIQ_DxMethUltra,Needs category,,varchar(50),1.0,Code
DE351,1,METRIQ_FirstContactFacilityCode,Needs category,,varchar(100),1.0,Code
DE355,1,METRIQ_ResectionDate,Needs category,,Date,1.0,DDMMYYYY
DE353,1,METRIQ_RTBoostDs,Needs category,The received dose of radiation boost delivered at initial treatment measured in Gray (Gy) - ICRU,Integer,1.0,Numeric Value 
DE352,1,METRIQ_RTSite,Needs category,"The target site of radiotherapy administered during the initial course of treatment for cancer, as represented by a code.",varchar(100),1.0,Code
DE354,1,METRIQ_RTVolume,Needs category,,Integer,1.0,Code
DE358,1,METRIQ_ScintDate,Needs category,,Date,1.0,DDMMYYYY
